object1,object2,time
"[ 1.67520960e+09  4.39734395e+04  6.85016300e+06 -6.68879467e+06
 -1.33614241e+06  6.32046182e+05]","[ 1.67520960e+09  4.39598485e+04  6.85206100e+06 -6.79694575e+06
 -8.53788557e+05  1.52328837e+05]",1675215000
"[ 1.67520960e+09  4.39734395e+04  6.85016300e+06 -6.59811326e+06
 -1.21881968e+06  1.37989605e+06]","[ 1.67520960e+09  4.39443610e+04 -6.85031700e+06 -6.67420815e+06
 -8.40910486e+05  1.29390852e+06]",1675215100
"[ 1.67520960e+09  4.39734395e+04  6.85016300e+06 -6.42569954e+06
 -1.08639914e+06  2.11065285e+06]","[ 1.67520960e+09  4.39831950e+04  6.84962200e+06 -6.56405826e+06
 -1.22830748e+06  1.52336272e+06]",1675215200
"[ 1.67520960e+09  4.39734395e+04  6.85016300e+06 -6.17368924e+06
 -9.40521144e+05  2.81526451e+06]","[ 1.67520960e+09  4.40156416e+04 -6.85107000e+06 -6.06564499e+06
 -1.55310240e+06  2.78064495e+06]",1675215300
"[1.67520960e+09 4.39756819e+04 6.85017200e+06 6.06312273e+06
 2.14035426e+06 2.36268552e+06]","[1.67520960e+09 4.39286487e+04 6.85007300e+06 6.34718724e+06
 1.97387496e+06 1.65509518e+06]",1675215400
"[ 1.67520960e+09  4.39286487e+04  6.85007300e+06 -6.48351191e+06
 -1.93382772e+06 -1.07139336e+06]","[ 1.67520960e+09  4.39894535e+04 -6.84885200e+06 -6.57187055e+06
 -1.89139716e+06 -3.73862941e+05]",1675215500
"[ 1.67520960e+09  4.40070704e+04  6.84781700e+06 -6.74976911e+06
  1.08194112e+06  4.03259233e+05]","[ 1.67520960e+09  4.39735233e+04 -6.85114100e+06 -6.81996281e+06
  3.64525850e+05  5.41445779e+05]",1675215600
"[ 1.67520960e+09  4.40070704e+04  6.84781700e+06 -6.73656684e+06
  1.17751826e+06 -3.53150976e+05]","[ 1.67520960e+09  4.39964505e+04 -6.85052500e+06 -6.81551239e+06
  5.32379709e+05 -4.41469696e+05]",1675215700
"[ 1.67520960e+09  4.39286487e+04  6.85007300e+06 -6.54159551e+06
 -1.64928057e+06  1.18781392e+06]","[ 1.67520960e+09  4.39831950e+04  6.84962200e+06 -6.56405826e+06
 -1.22830748e+06  1.52336272e+06]",1675215800
"[ 1.67520960e+09  4.39286487e+04  6.85007300e+06 -6.39819361e+06
 -1.51172572e+06  1.92387733e+06]","[ 1.67520960e+09  4.39831950e+04  6.84962200e+06 -6.56405826e+06
 -1.22830748e+06  1.52336272e+06]",1675215900
"[ 1.67520960e+09  4.39286487e+04  6.85007300e+06 -6.17553273e+06
 -1.35544404e+06  2.63610831e+06]","[ 1.67520960e+09  4.40156416e+04 -6.85107000e+06 -6.06564499e+06
 -1.55310240e+06  2.78064495e+06]",1675216000
"[ 1.67520960e+09  4.39286487e+04  6.85007300e+06 -5.87637114e+06
 -1.18237152e+06  3.31568393e+06]","[ 1.67520960e+09  4.40156416e+04 -6.85107000e+06 -6.06564499e+06
 -1.55310240e+06  2.78064495e+06]",1675216100
"[ 1.67520960e+09  4.39735233e+04  6.85114100e+06  6.57276120e+06
 -1.86121796e+06 -5.22313067e+05]","[ 1.67520960e+09  4.40070704e+04 -6.84781700e+06  6.73656684e+06
 -1.17751826e+06 -3.52969333e+05]",1675216200
"[ 1.67520960e+09  4.39484142e+04  6.85112800e+06  6.66572588e+06
 -1.57229752e+06  1.84211282e+05]","[ 1.67520960e+09  4.40070704e+04 -6.84781700e+06  6.74976911e+06
 -1.08194112e+06  4.03080869e+05]",1675216300
