object1,object2,time
"[ 1.67520960e+09  4.45802090e+04  6.78770600e+06 -5.84040510e+06
 -3.26424876e+06  1.14337265e+06]","[ 1.67520960e+09  2.08530044e+02  6.79604000e+06 -5.82266007e+06
 -3.44834647e+06  6.25856247e+05]",1675210200
"[ 1.67520960e+09  4.45802090e+04  6.78770600e+06 -5.65565906e+06
 -3.71259742e+06  5.50539461e+05]","[ 1.67520960e+09  2.08530044e+02  6.79604000e+06 -5.82266007e+06
 -3.44834647e+06  6.25856247e+05]",1675210300
"[ 1.67520960e+09  4.45458806e+04  6.79516500e+06 -6.05441712e+06
 -2.99760631e+06  7.29833621e+05]","[ 1.67520960e+09  2.08530044e+02  6.79604000e+06 -5.82266007e+06
 -3.44834647e+06  6.25856247e+05]",1675211400
"[ 1.67520960e+09  4.45458806e+04  6.79516500e+06 -5.69828111e+06
 -3.65707244e+06  5.74178498e+05]","[ 1.67520960e+09  2.08530044e+02  6.79604000e+06 -5.82266007e+06
 -3.44834647e+06  6.25856247e+05]",1675211500
"[1.67520960e+09 4.45242883e+04 6.79819800e+06 5.75692499e+06
 3.36757655e+06 1.31633539e+06]","[ 1.67520960e+09  4.45802090e+04 -6.78770600e+06  5.84040510e+06
  3.26424876e+06  1.14319449e+06]",1675211600
"[ 1.67520960e+09  4.44802017e+04  6.79692900e+06 -5.58432736e+06
 -3.86297174e+06  3.01630756e+05]","[ 1.67520960e+09  2.08530044e+02  6.79604000e+06 -5.82266007e+06
 -3.44834647e+06  6.25856247e+05]",1675212400
"[ 1.67520960e+09  4.44802017e+04  6.79692900e+06 -5.40745959e+06
 -3.98547634e+06  1.03614813e+06]","[ 1.67520960e+09  2.08530044e+02  6.79604000e+06 -5.82266007e+06
 -3.44834647e+06  6.25856247e+05]",1675212500
"[1.6752096e+09 4.4580209e+04 6.7877060e+06 0.0000000e+00 0.0000000e+00
 0.0000000e+00]","[1.63568323e+09 5.26947190e+00 6.78303700e+06 0.00000000e+00
 0.00000000e+00 0.00000000e+00]",1675212600
"[ 1.67520960e+09  4.45918946e+04  6.78711700e+06 -6.01701885e+06
 -3.12242931e+06  3.32981185e+05]","[ 1.67520960e+09  2.08530044e+02  6.79604000e+06 -5.82266007e+06
 -3.44834647e+06  6.25856247e+05]",1675212700
"[ 1.67520960e+09  4.45918946e+04  6.78711700e+06 -5.73376642e+06
 -3.51072785e+06  9.29338345e+05]","[ 1.67520960e+09  2.08530044e+02  6.79604000e+06 -5.82266007e+06
 -3.44834647e+06  6.25856247e+05]",1675212800
"[ 1.67520960e+09  4.45918946e+04  6.78711700e+06 -5.37749295e+06
 -3.85431632e+06  1.51386013e+06]","[ 1.67520960e+09  4.45242883e+04 -6.79819800e+06 -5.75692499e+06
 -3.36757655e+06  1.31615534e+06]",1675212900
"[1.6752096e+09 4.4580209e+04 6.7877060e+06 0.0000000e+00 0.0000000e+00
 0.0000000e+00]","[1.63568323e+09 5.26947190e+00 6.78303700e+06 0.00000000e+00
 0.00000000e+00 0.00000000e+00]",1675213000
"[ 1.67520960e+09  4.45802090e+04  6.78770600e+06  5.61639058e+06
  3.78537594e+06 -4.47256806e+05]","[ 1.67520960e+09  4.44802017e+04 -6.79692900e+06  5.58432736e+06
  3.86297174e+06  3.01453203e+05]",1675213100
