EPOCH,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,NORAD_CAT_ID,SEMIMAJOR_AXIS,OBJECT_TYPE,RCS_SIZE,LAUNCH_DATE
1635705742.0,74.0538,152.0832,235.5238,137.1461,34022,7149.801,DEBRIS,SMALL,1993.0
1635707612.0,74.0255,141.0734,243.9299,128.9629,34023,7149.187,DEBRIS,SMALL,1993.0
1635672501.0,74.0473,185.2995,250.1334,281.626,34024,7159.343,DEBRIS,SMALL,1993.0
1635704080.0,73.7673,304.3263,42.0461,11.7691,34026,7412.219,DEBRIS,SMALL,1993.0
1635700336.0,73.8803,127.6574,156.4098,221.5458,34028,7567.442,DEBRIS,SMALL,1993.0
1635704692.0,73.9456,187.6459,34.4862,326.0899,34029,6957.982,DEBRIS,SMALL,1993.0
1635695538.0,73.946,75.6796,223.9334,199.1736,34030,6803.587,DEBRIS,SMALL,1993.0
1635681861.0,74.0197,78.9371,200.9991,287.489,34031,7125.891,DEBRIS,SMALL,1993.0
1635697066.0,74.0341,93.9672,169.8695,204.3619,34032,7110.455,DEBRIS,SMALL,1993.0
1635688535.0,74.0042,126.7701,134.7087,338.1807,34033,7121.482,DEBRIS,SMALL,1993.0
1635729283.0,74.0714,242.6231,271.154,101.0999,34035,7157.379,DEBRIS,SMALL,1993.0
1635711356.0,74.0433,130.3168,192.8869,167.1125,34036,7125.451,DEBRIS,SMALL,1993.0
1635745620.0,74.0521,264.1711,322.5779,37.1144,34037,7174.12,DEBRIS,SMALL,1993.0
1635669189.0,74.0656,39.9852,63.0471,297.3816,34038,7087.222,DEBRIS,SMALL,1993.0
1635717568.0,73.9609,13.9751,265.7467,90.2228,34040,7405.257,DEBRIS,SMALL,1993.0
1635690589.0,73.8766,251.4616,191.9828,168.0518,34042,6837.936,DEBRIS,SMALL,1993.0
1635712599.0,74.0389,177.6462,269.2652,104.523,34045,7160.039,DEBRIS,MEDIUM,1993.0
1635684039.0,74.0415,254.1634,344.5867,132.4749,34046,7165.944,DEBRIS,SMALL,1993.0
1635692076.0,74.0927,56.3147,122.3132,304.0,34050,7301.878,DEBRIS,SMALL,1993.0
1635671868.0,73.989,62.7104,265.1672,94.3314,34051,7022.336,DEBRIS,SMALL,1993.0
1635703739.0,73.843,138.2195,177.0538,183.3268,34053,7462.729,DEBRIS,SMALL,1993.0
1635698889.0,74.036,293.2356,46.7553,125.5348,34054,7076.833,DEBRIS,SMALL,1993.0
1635707854.0,74.1103,311.6552,306.1757,117.7405,34055,7060.932,DEBRIS,SMALL,1993.0
1635730841.0,74.0671,210.8229,262.3593,163.5148,34056,7242.437,DEBRIS,SMALL,1993.0
1635702571.0,74.0219,330.8778,83.5531,34.2538,34057,7083.816,DEBRIS,SMALL,1993.0
1635703732.0,73.9335,88.7007,8.3541,57.6819,34058,7436.498,DEBRIS,MEDIUM,1993.0
1635655516.0,74.0426,108.9197,196.9861,337.8943,34059,7133.072,DEBRIS,SMALL,1993.0
1635665370.0,74.0397,150.55,240.449,294.7751,34061,7149.651,DEBRIS,SMALL,1993.0
1635739055.0,74.041,106.3888,202.6045,332.6093,34062,7123.579,DEBRIS,SMALL,1993.0
1635709875.0,74.0336,160.8575,236.9823,135.9896,34064,7150.705,DEBRIS,SMALL,1993.0
1635704638.0,74.0347,140.6313,249.9321,123.2956,34065,7150.199,DEBRIS,SMALL,1993.0
1635708633.0,74.0024,179.9234,333.8932,151.1443,34066,7117.046,DEBRIS,SMALL,1993.0
1635708825.0,74.0144,146.7153,303.4636,56.3037,34069,7033.839,DEBRIS,SMALL,1993.0
1635699053.0,74.0125,87.5131,199.9794,223.6475,34070,7122.44,DEBRIS,SMALL,1993.0
1635698866.0,86.3448,304.4572,54.4119,305.7963,34071,7136.069,DEBRIS,MEDIUM,1997.0
1635690155.0,86.3327,199.9597,133.9339,266.0093,34076,6969.471,DEBRIS,SMALL,1997.0
1635666495.0,86.3969,336.2508,13.0157,44.8706,34077,7133.215,DEBRIS,SMALL,1997.0
1635700751.0,86.3857,306.8761,52.4072,122.6646,34079,7103.465,DEBRIS,SMALL,1997.0
1635670606.0,86.3644,353.2331,249.933,108.8344,34082,7087.446,DEBRIS,SMALL,1997.0
1635706549.0,86.3837,330.8067,33.7646,25.5104,34086,7117.829,DEBRIS,SMALL,1997.0
1635708545.0,86.4006,325.8278,320.5998,212.1844,34088,7114.877,DEBRIS,MEDIUM,1997.0
1635710083.0,86.4165,246.0566,121.648,238.5458,34090,6951.256,DEBRIS,SMALL,1997.0
1635710991.0,86.3712,354.8881,290.2882,69.0883,34091,7160.477,DEBRIS,SMALL,1997.0
1635698490.0,86.2867,139.7136,144.6923,215.4637,34093,6855.011,DEBRIS,SMALL,1997.0
1635701150.0,86.3812,303.7589,180.1702,179.95,34095,7061.296,DEBRIS,SMALL,1997.0
1635697803.0,86.2013,294.5599,146.1274,214.6472,34097,7201.044,DEBRIS,SMALL,1997.0
1635699077.0,86.1288,111.968,260.9859,110.9455,34098,6993.124,DEBRIS,SMALL,1997.0
1635696700.0,86.3615,281.7036,68.0855,107.236,34099,7055.557,DEBRIS,SMALL,1997.0
1635715383.0,86.3794,6.8084,318.8701,40.5097,34101,7130.22,DEBRIS,SMALL,1997.0
1635677926.0,86.3753,30.0851,131.2629,242.6747,34102,7175.502,DEBRIS,SMALL,1997.0
1635668578.0,86.3421,282.426,60.3924,55.5267,34103,7073.402,DEBRIS,SMALL,1997.0
1635728136.0,86.3413,240.5149,114.3981,258.0552,34104,7024.686,DEBRIS,SMALL,1997.0
1635720189.0,86.3471,210.1703,23.7426,336.3937,34105,6870.111,DEBRIS,SMALL,1997.0
1635697599.0,86.3584,287.7058,17.1282,157.3779,34106,7092.917,DEBRIS,SMALL,1997.0
1635701747.0,86.3811,295.9599,101.1421,18.1866,34107,7083.271,DEBRIS,SMALL,1997.0
1635702038.0,74.067,296.4793,315.0272,98.6545,34114,7166.792,DEBRIS,SMALL,1993.0
1635686293.0,74.0156,256.112,94.681,265.9108,34115,7082.248,DEBRIS,SMALL,1993.0
1635738948.0,74.0449,103.8897,190.9889,342.6024,34116,7132.092,DEBRIS,SMALL,1993.0
1635674916.0,74.0424,219.5837,304.0835,55.4086,34117,7162.685,DEBRIS,SMALL,1993.0
1635695595.0,73.9664,284.7713,109.2526,63.7818,34118,7088.73,DEBRIS,SMALL,1993.0
1635680632.0,74.0451,78.3914,103.7965,17.6679,34119,7099.368,DEBRIS,SMALL,1993.0
1635700845.0,73.9918,293.9123,89.116,84.9473,34120,7284.192,DEBRIS,SMALL,1993.0
1635709766.0,73.9959,131.3697,298.4738,123.5851,34121,7328.982,DEBRIS,MEDIUM,1993.0
1635700890.0,74.0444,71.3285,348.1606,81.2965,34122,7120.073,DEBRIS,SMALL,1993.0
1635685562.0,74.0295,10.8724,55.657,14.5798,34123,7086.953,DEBRIS,SMALL,1993.0
1635700100.0,74.0271,330.2812,25.0715,335.1252,34124,7070.675,DEBRIS,SMALL,1993.0
1635738039.0,74.0029,98.4884,299.4446,235.7347,34126,7035.153,DEBRIS,SMALL,1993.0
1635646278.0,74.1909,195.3117,90.152,30.8891,34127,7220.518,DEBRIS,SMALL,1993.0
1635664746.0,74.0162,325.8091,97.4636,275.9487,34128,7093.085,DEBRIS,SMALL,1993.0
1635714387.0,74.0463,330.9931,77.963,282.6771,34129,7094.223,DEBRIS,SMALL,1993.0
1635683544.0,74.0302,229.7693,3.315,356.8163,34130,7053.607,DEBRIS,SMALL,1993.0
1635711874.0,74.122,334.7609,283.0564,139.8135,34131,7054.742,DEBRIS,SMALL,1993.0
1635694708.0,74.0229,89.5347,234.3122,137.6591,34136,7048.13,DEBRIS,SMALL,1993.0
1635714364.0,74.0372,176.1083,259.0402,113.7675,34139,7144.061,DEBRIS,SMALL,1993.0
1635728906.0,74.0156,275.5589,354.9091,123.7659,34141,7171.073,DEBRIS,SMALL,1993.0
1635703035.0,73.9918,126.3861,318.6649,53.5461,34142,7039.186,DEBRIS,SMALL,1993.0
1635698250.0,86.3857,291.301,80.5111,94.2674,34143,7053.423,DEBRIS,SMALL,1997.0
1635624075.0,86.2146,272.7259,310.5573,49.0179,34145,7171.923,DEBRIS,SMALL,1997.0
1635739713.0,86.2844,284.6893,128.0192,242.9362,34146,7146.748,DEBRIS,SMALL,1997.0
1635636628.0,86.4222,308.0733,311.2966,48.6222,34147,6930.785,DEBRIS,SMALL,1997.0
1635756183.0,86.4785,7.323,263.8498,225.4984,34150,7055.25,DEBRIS,SMALL,1997.0
1635711053.0,86.4615,342.4519,60.2562,113.7121,34155,7043.727,DEBRIS,SMALL,1997.0
1635701258.0,86.3509,325.3024,153.8551,206.4257,34159,7159.024,DEBRIS,SMALL,1997.0
1635702521.0,86.4068,317.8261,220.6327,139.031,34160,7058.817,DEBRIS,SMALL,1997.0
1635690723.0,65.0041,265.6229,263.2921,271.8179,34174,7154.269,DEBRIS,SMALL,1987.0
1635737025.0,65.0069,261.8139,261.6944,98.147,34175,7153.514,DEBRIS,SMALL,1987.0
1635573066.0,65.0139,272.8456,266.7045,164.7891,34176,7155.868,DEBRIS,SMALL,1987.0
1635682585.0,98.2609,44.407,329.9757,30.0814,34207,6973.144,DEBRIS,SMALL,1999.0
1635636643.0,98.2027,49.7789,167.0799,193.0551,34208,6938.431,DEBRIS,SMALL,1999.0
1635714600.0,98.293,350.0885,79.4548,280.7409,34209,7016.638,DEBRIS,SMALL,1999.0
1635575263.0,98.3881,340.2103,204.867,154.8897,34211,7066.806,DEBRIS,SMALL,1999.0
1635674169.0,98.2247,8.8298,249.7099,122.7655,34213,6996.848,DEBRIS,SMALL,1999.0
1635705270.0,98.419,318.4189,224.4382,135.6334,34215,7058.591,DEBRIS,SMALL,1999.0
1635758738.0,98.2064,32.8596,98.1537,261.9995,34217,6845.918,DEBRIS,SMALL,1999.0
1635682613.0,98.4904,44.8012,359.2086,0.905,34221,6940.056,DEBRIS,SMALL,2001.0
1635571995.0,99.2361,316.6336,356.4995,3.5231,34223,7263.898,DEBRIS,SMALL,2002.0
1635695449.0,74.0145,288.1675,90.9091,269.8739,34270,7094.199,DEBRIS,SMALL,1993.0
1635718299.0,74.0327,146.6069,209.9213,220.9028,34271,7134.877,DEBRIS,SMALL,1993.0
1635690328.0,74.0435,38.6256,174.2347,253.3455,34273,7115.174,DEBRIS,SMALL,1993.0
1635715298.0,74.0137,30.0758,179.3573,305.0481,34274,7115.018,DEBRIS,SMALL,1993.0
1635669300.0,74.0363,45.8296,110.217,316.8315,34275,7102.46,DEBRIS,SMALL,1993.0
1635715402.0,74.0301,29.7922,183.9639,298.7996,34276,7117.495,DEBRIS,SMALL,1993.0
1635704497.0,73.6864,132.298,37.7389,322.5502,34277,6929.226,DEBRIS,SMALL,1993.0
1635684255.0,74.0622,55.2242,138.8952,221.703,34292,7009.545,DEBRIS,SMALL,1993.0
1635680167.0,73.9692,214.8062,127.8912,45.8878,34293,6936.414,DEBRIS,SMALL,1993.0
1635704262.0,74.0173,189.03,84.7664,25.2128,34295,7046.799,DEBRIS,SMALL,1993.0
1635707749.0,74.0478,159.2468,244.4211,127.3015,34297,7153.605,DEBRIS,SMALL,1993.0
1635708564.0,74.0539,351.6959,36.8192,323.5356,34298,7073.266,DEBRIS,SMALL,1993.0
1635721877.0,74.0288,39.8587,149.1654,212.2647,34299,7099.555,DEBRIS,SMALL,1993.0
1635689181.0,74.0239,73.0053,187.9539,171.9418,34300,7107.392,DEBRIS,SMALL,1993.0
1635706891.0,74.0216,137.693,201.3662,173.4184,34301,7130.885,DEBRIS,SMALL,1993.0
1635704740.0,74.1847,327.3877,246.6262,289.9454,34302,7170.251,DEBRIS,SMALL,1993.0
1635732539.0,74.014,199.5582,337.2787,93.1276,34303,7154.149,DEBRIS,SMALL,1993.0
1635704745.0,74.0195,336.5106,108.6778,6.0083,34304,7189.851,DEBRIS,SMALL,1993.0
1635672181.0,74.0569,196.0175,351.7227,183.6033,34307,7448.865,DEBRIS,SMALL,1993.0
1635714706.0,73.9946,145.4113,300.3418,125.3843,34308,7030.581,DEBRIS,SMALL,1993.0
1635705519.0,74.0014,345.5802,133.2628,227.2774,34313,7096.496,DEBRIS,SMALL,1993.0
1635739454.0,74.0072,97.3411,186.337,346.4939,34314,7228.079,DEBRIS,SMALL,1993.0
1635692776.0,74.1008,262.1412,239.6137,120.1032,34315,6912.815,DEBRIS,SMALL,1993.0
1635708213.0,74.0788,347.6801,127.1155,233.1479,34316,7089.986,DEBRIS,SMALL,1993.0
1635707770.0,73.9266,342.7024,257.1899,283.2847,34317,7405.723,DEBRIS,SMALL,1993.0
1635710098.0,74.0332,358.2056,54.536,305.8009,34319,7077.997,DEBRIS,SMALL,1993.0
1635726685.0,74.0321,77.0565,215.0268,268.1136,34321,7130.014,DEBRIS,SMALL,1993.0
1635692915.0,73.9674,93.804,125.0278,249.8583,34323,7129.707,DEBRIS,SMALL,1993.0
1635697834.0,73.8743,294.9358,236.6964,300.0888,34325,7290.547,DEBRIS,SMALL,1993.0
1635673300.0,74.0085,212.6051,40.0819,81.4604,34327,7070.9,DEBRIS,SMALL,1993.0
1635673599.0,74.0367,332.2621,93.4264,333.179,34330,7083.555,DEBRIS,SMALL,1993.0
1635674596.0,74.0304,57.9506,19.0672,341.2374,34331,7095.959,DEBRIS,SMALL,1993.0
1635698162.0,73.9774,112.8468,252.3439,106.7677,34337,6934.405,DEBRIS,SMALL,1993.0
1635738282.0,74.0792,283.7094,18.8018,354.2835,34340,7364.348,DEBRIS,SMALL,1993.0
1635691271.0,74.1768,235.1257,275.9271,156.9233,34342,7046.96,DEBRIS,SMALL,1993.0
1635664992.0,74.0307,54.7884,347.7094,71.0361,34343,7116.153,DEBRIS,SMALL,1993.0
1635660528.0,73.9843,239.9651,31.2119,94.2905,34344,7259.083,DEBRIS,SMALL,1993.0
1635660355.0,74.0022,21.0486,167.6891,252.7748,34346,7299.763,DEBRIS,SMALL,1993.0
1635697324.0,86.3257,290.9543,63.874,111.0657,34350,7136.731,DEBRIS,SMALL,1997.0
1635702361.0,86.4185,302.1788,66.378,294.2288,34351,7051.983,DEBRIS,SMALL,1997.0
1635664721.0,86.2051,161.2205,106.7601,253.5921,34354,6961.326,DEBRIS,SMALL,1997.0
1635740524.0,86.3212,274.9851,210.5851,212.3835,34358,7091.383,DEBRIS,SMALL,1997.0
1635687122.0,86.3545,248.1256,102.197,258.288,34359,7008.172,DEBRIS,SMALL,1997.0
1635725401.0,86.3251,230.1409,69.3963,290.9076,34361,6860.237,DEBRIS,SMALL,1997.0
1635696424.0,86.3523,301.1803,289.6572,70.0701,34363,7080.28,DEBRIS,SMALL,1997.0
1635708704.0,86.375,331.4696,86.0715,34.8539,34366,7143.51,DEBRIS,SMALL,1997.0
1635664108.0,86.4123,317.5054,136.6626,223.6881,34367,7056.748,DEBRIS,SMALL,1997.0
1635683213.0,86.3764,328.1377,337.8787,146.377,34368,7068.645,DEBRIS,SMALL,1997.0
1635689659.0,86.4317,66.346,204.46,168.0491,34375,7224.28,DEBRIS,SMALL,1997.0
1635699115.0,86.3054,303.3631,129.4371,231.0492,34376,7145.309,DEBRIS,SMALL,1997.0
1635703492.0,86.3527,314.1458,16.2831,344.0049,34378,7080.524,DEBRIS,SMALL,1997.0
1635701932.0,74.0383,331.0515,101.184,18.2244,34383,7090.339,DEBRIS,SMALL,1993.0
1635725248.0,74.031,15.4192,78.0019,351.7847,34386,7092.369,DEBRIS,SMALL,1993.0
1635677239.0,74.0408,112.8048,222.681,200.7508,34387,7139.829,DEBRIS,SMALL,1993.0
1635714844.0,74.0419,132.5041,192.5272,238.0092,34388,7139.831,DEBRIS,SMALL,1993.0
1635714602.0,74.0197,141.9324,257.2697,169.8649,34389,7149.003,DEBRIS,SMALL,1993.0
1635704750.0,74.0901,320.3146,348.7934,187.1545,34390,7078.336,DEBRIS,SMALL,1993.0
1635711898.0,74.0442,347.974,342.4407,190.9152,34395,7074.165,DEBRIS,SMALL,1993.0
1635757067.0,74.0413,87.5015,146.2214,246.4453,34396,7120.77,DEBRIS,SMALL,1993.0
1635763028.0,73.8504,211.9296,229.3281,304.6959,34397,6989.5,DEBRIS,SMALL,1993.0
1635694080.0,73.9816,55.3204,191.311,237.984,34398,6980.83,DEBRIS,SMALL,1993.0
1635655109.0,74.0031,139.0159,306.4614,53.0417,34400,7048.343,DEBRIS,SMALL,1993.0
1635708630.0,74.0479,323.8419,46.6184,7.7309,34401,7082.359,DEBRIS,SMALL,1993.0
1635737225.0,74.0632,269.229,13.2732,359.6,34409,7090.971,DEBRIS,SMALL,1993.0
1635722474.0,73.769,31.8377,147.1801,27.1312,34410,7055.645,DEBRIS,SMALL,1993.0
1635676642.0,74.0388,23.3522,225.4119,147.0267,34411,6988.031,DEBRIS,SMALL,1993.0
1635700632.0,74.0364,81.3435,156.2758,273.5975,34413,7213.719,DEBRIS,SMALL,1993.0
1635700758.0,74.0332,118.061,262.4835,109.104,34420,7059.492,DEBRIS,SMALL,1993.0
1635716883.0,73.9458,33.2336,239.511,118.4347,34422,7060.519,DEBRIS,SMALL,1993.0
1635735657.0,74.0162,112.8066,263.9653,217.7003,34424,7027.76,DEBRIS,SMALL,1993.0
1635683644.0,74.0346,15.4246,151.8557,208.4313,34425,7109.708,DEBRIS,SMALL,1993.0
1635694862.0,74.039,132.884,226.9807,252.4154,34426,6993.505,DEBRIS,SMALL,1993.0
1635675036.0,74.0158,200.4859,292.437,67.2697,34427,7023.598,DEBRIS,SMALL,1993.0
1635714224.0,74.0414,22.3412,106.6822,12.9748,34428,7095.905,DEBRIS,SMALL,1993.0
1635683346.0,74.0097,246.1101,44.0783,70.372,34429,7072.414,DEBRIS,SMALL,1993.0
1635728198.0,74.0534,181.815,265.9832,93.3646,34430,7154.914,DEBRIS,SMALL,1993.0
1635656828.0,74.0795,0.3768,1.0136,359.1149,34431,7194.354,DEBRIS,SMALL,1993.0
1635730505.0,73.8319,215.4523,205.4327,220.6449,34432,7280.678,DEBRIS,SMALL,1993.0
1635688853.0,74.0196,267.8691,24.501,336.4319,34433,7264.559,DEBRIS,SMALL,1993.0
1635720544.0,74.0705,358.5227,118.0425,312.6902,34434,7373.895,DEBRIS,SMALL,1993.0
1635686722.0,74.0591,248.9558,309.725,49.2903,34439,7056.03,DEBRIS,SMALL,1993.0
1635716915.0,74.017,153.8183,298.524,127.2315,34442,7050.064,DEBRIS,SMALL,1993.0
1635704186.0,74.0111,300.2317,42.8595,20.0604,34445,6974.523,DEBRIS,SMALL,1993.0
1635704258.0,74.043,349.2431,142.8275,217.6511,34446,7113.652,DEBRIS,SMALL,1993.0
1635689887.0,74.0237,74.5876,200.6172,172.0518,34447,6981.02,DEBRIS,SMALL,1993.0
1635725146.0,74.0534,66.9368,143.9419,335.5444,34449,7110.679,DEBRIS,SMALL,1993.0
1635595321.0,74.0616,83.5878,147.1022,213.4375,34451,7112.664,DEBRIS,SMALL,1993.0
1635705812.0,74.0446,312.8033,71.2429,344.2353,34452,7007.967,DEBRIS,SMALL,1993.0
1635708373.0,74.1667,113.9092,40.0991,27.0793,34453,7102.391,DEBRIS,SMALL,1993.0
1635710906.0,74.0584,157.1797,238.8504,120.8906,34454,7150.633,DEBRIS,SMALL,1993.0
1635736525.0,74.0451,108.0441,164.1155,196.1874,34456,7105.307,DEBRIS,SMALL,1993.0
1635706147.0,74.0023,193.3925,331.5201,141.3761,34457,7057.493,DEBRIS,SMALL,1993.0
1635726011.0,74.031,35.0824,94.4684,330.3636,34458,7097.897,DEBRIS,SMALL,1993.0
1635703949.0,74.0796,323.8812,34.3059,327.0634,34459,7280.801,DEBRIS,SMALL,1993.0
1635664309.0,74.0219,170.0417,340.7589,135.664,34464,7054.999,DEBRIS,SMALL,1993.0
1635719487.0,74.0773,35.6722,79.3931,281.7467,34465,7090.873,DEBRIS,SMALL,1993.0
1635678775.0,74.0174,40.5755,188.8749,171.0981,34468,7126.777,DEBRIS,SMALL,1993.0
1635689388.0,74.0155,248.592,355.6961,4.4111,34469,7048.617,DEBRIS,SMALL,1993.0
1635681179.0,74.0871,36.9003,151.5515,210.4805,34472,7396.787,DEBRIS,SMALL,1993.0
1635678143.0,74.0321,74.2552,119.0774,2.642,34473,7108.889,DEBRIS,SMALL,1993.0
1635683997.0,74.0832,39.9323,115.6934,260.3625,34474,7290.669,DEBRIS,SMALL,1993.0
1635664838.0,74.017,52.071,232.6425,124.0967,34476,7396.643,DEBRIS,SMALL,1993.0
1635677852.0,73.9849,20.4896,199.5474,173.5811,34477,7119.731,DEBRIS,SMALL,1993.0
1635689565.0,74.0647,28.6973,274.5633,155.0902,34478,7099.265,DEBRIS,SMALL,1993.0
1635696085.0,73.9803,268.9342,60.403,4.3393,34481,7183.613,DEBRIS,SMALL,1993.0
1635639748.0,74.0494,165.4598,241.8486,242.6265,34482,7137.393,DEBRIS,SMALL,1993.0
1635701926.0,86.4081,311.4458,243.5365,292.1389,34486,7095.164,DEBRIS,SMALL,1997.0
1635702138.0,86.3396,297.0615,49.5744,125.7786,34487,7136.379,DEBRIS,SMALL,1997.0
1635689307.0,86.3439,266.1952,185.6351,174.4594,34488,7083.237,DEBRIS,SMALL,1997.0
1635654110.0,86.4129,13.0613,197.4809,162.3706,34489,7129.45,DEBRIS,SMALL,1997.0
1635724288.0,86.3172,227.3914,183.8174,189.3715,34490,6956.075,DEBRIS,SMALL,1997.0
1635585318.0,86.4975,197.4263,231.5606,255.6107,34492,7309.427,DEBRIS,SMALL,1997.0
1635678693.0,86.2638,222.7655,342.5957,17.314,34493,7038.222,DEBRIS,SMALL,1997.0
1635716441.0,86.387,8.2252,281.4484,77.7643,34496,7112.982,DEBRIS,SMALL,1997.0
1635706920.0,86.2795,329.4755,108.5911,65.1971,34497,7201.679,DEBRIS,SMALL,1997.0
1635684662.0,86.3179,240.4423,348.1815,11.909,34503,7070.625,DEBRIS,SMALL,1997.0
1635683667.0,86.3807,10.8247,5.8145,354.3926,34508,7185.574,DEBRIS,SMALL,1997.0
1635662876.0,86.3867,320.404,277.4747,140.5057,34511,7101.397,DEBRIS,SMALL,1997.0
1635732949.0,86.3601,249.4984,102.5694,317.7371,34517,6990.241,DEBRIS,SMALL,1997.0
1635670007.0,86.3788,271.1433,330.4419,29.5633,34518,6987.142,DEBRIS,SMALL,1997.0
1635666803.0,86.3548,251.7439,174.1983,185.935,34520,6960.158,DEBRIS,SMALL,1997.0
1635704697.0,86.3836,318.4029,271.0078,89.0586,34521,7123.357,DEBRIS,SMALL,1997.0
1635661257.0,86.3635,306.7527,293.9148,126.8961,34522,7053.845,DEBRIS,SMALL,1997.0
1635694077.0,86.3398,291.9538,272.2883,87.4161,34524,7093.776,DEBRIS,SMALL,1997.0
1635709278.0,86.3732,324.3463,16.1692,102.7326,34525,7145.25,DEBRIS,SMALL,1997.0
1635734271.0,86.3368,255.8849,340.5025,19.5599,34526,7006.628,DEBRIS,SMALL,1997.0
1635701035.0,86.3618,314.1065,97.2758,262.9441,34529,7143.26,DEBRIS,SMALL,1997.0
1635629113.0,86.3312,284.3382,160.7942,199.4749,34532,7029.585,DEBRIS,SMALL,1997.0
1635676980.0,86.3328,224.682,172.5339,187.6188,34535,6991.857,DEBRIS,SMALL,1997.0
1635631348.0,86.2755,296.4694,190.372,224.1685,34538,7163.789,DEBRIS,SMALL,1997.0
1635730434.0,86.3227,256.7549,242.7224,130.0971,34540,7093.238,DEBRIS,SMALL,1997.0
1635613466.0,74.0227,204.1929,357.1362,2.9671,34542,7045.866,DEBRIS,SMALL,1993.0
1635703620.0,73.9157,110.0798,56.0425,7.0528,34544,7443.862,DEBRIS,SMALL,1993.0
1635696911.0,74.0351,303.1243,359.5109,0.6041,34545,7062.622,DEBRIS,SMALL,1993.0
1635709410.0,74.0333,147.8841,231.055,142.7549,34546,7146.41,DEBRIS,SMALL,1993.0
1635633492.0,74.0401,68.018,161.5471,198.697,34547,7116.931,DEBRIS,SMALL,1993.0
1635650002.0,73.9952,343.1639,149.0086,212.1068,34550,7167.155,DEBRIS,SMALL,1993.0
1635689168.0,74.0333,78.7517,132.7553,240.8621,34552,7105.266,DEBRIS,SMALL,1993.0
1635689443.0,74.0294,122.0484,204.06,274.4624,34553,7134.483,DEBRIS,SMALL,1993.0
1635671259.0,74.0394,176.6055,250.4556,164.9421,34554,7156.26,DEBRIS,SMALL,1993.0
1635724034.0,74.0296,21.6999,84.6493,338.9191,34555,7090.351,DEBRIS,SMALL,1993.0
1635651684.0,74.0298,95.7138,163.9711,10.4052,34556,7121.926,DEBRIS,SMALL,1993.0
1635652790.0,74.0263,102.8175,187.277,347.4686,34560,7125.444,DEBRIS,SMALL,1993.0
1635702674.0,74.0337,334.5794,75.0961,285.4259,34561,7082.653,DEBRIS,SMALL,1993.0
1635697152.0,74.0387,110.851,216.8784,153.6107,34563,7137.816,DEBRIS,SMALL,1993.0
1635701200.0,74.0322,129.0077,243.5146,129.4933,34564,7146.135,DEBRIS,SMALL,1993.0
1635709221.0,74.0424,336.0891,49.929,121.3928,34567,7197.041,DEBRIS,SMALL,1993.0
1635678287.0,73.9968,19.3444,189.2654,183.9752,34569,7208.943,DEBRIS,SMALL,1993.0
1635665315.0,73.9601,301.7441,139.9723,287.1251,34570,7287.477,DEBRIS,SMALL,1993.0
1635682508.0,74.0519,44.1351,86.5935,274.6771,34571,7193.791,DEBRIS,SMALL,1993.0
1635656358.0,74.0206,351.552,59.7195,14.5289,34572,7185.873,DEBRIS,SMALL,1993.0
1635718088.0,74.0781,14.1952,71.7134,102.1474,34574,7102.927,DEBRIS,SMALL,1993.0
1635701162.0,74.0402,71.5084,211.2619,219.4348,34576,7124.946,DEBRIS,SMALL,1993.0
1635683855.0,74.0363,251.1831,44.8722,315.4919,34577,7069.878,DEBRIS,SMALL,1993.0
1635699314.0,74.0541,124.6926,211.5765,161.1226,34579,7139.785,DEBRIS,SMALL,1993.0
1635710370.0,74.0219,165.2279,278.2711,81.2059,34582,7151.913,DEBRIS,SMALL,1993.0
1635722733.0,74.0273,210.2402,348.9673,11.1225,34585,7036.636,DEBRIS,SMALL,1993.0
1635717457.0,74.0442,156.9159,224.8017,202.0736,34588,7149.19,DEBRIS,SMALL,1993.0
1635695008.0,73.9249,88.4461,327.118,43.9414,34589,7332.899,DEBRIS,SMALL,1993.0
1635693015.0,74.0426,278.632,67.9517,105.8384,34590,7096.709,DEBRIS,SMALL,1993.0
1635701613.0,73.7345,313.3263,51.2775,123.1217,34609,7222.762,DEBRIS,SMALL,1993.0
1635710543.0,74.0275,349.8225,101.4166,260.9915,34610,7284.498,DEBRIS,SMALL,1993.0
1635678315.0,74.0642,62.3504,136.0308,345.6525,34611,7114.043,DEBRIS,SMALL,1993.0
1635730984.0,73.9679,92.2218,251.844,228.4566,34613,7224.812,DEBRIS,SMALL,1993.0
1635586563.0,73.8882,89.8992,15.0255,40.536,34614,7313.507,DEBRIS,SMALL,1993.0
1635672313.0,74.0055,178.2718,32.3981,21.2939,34615,7452.62,DEBRIS,SMALL,1993.0
1635706504.0,74.0193,167.2905,162.5255,323.9901,34616,6952.819,DEBRIS,SMALL,1993.0
1635671884.0,74.0485,193.1994,313.8418,45.4259,34619,7074.044,DEBRIS,SMALL,1993.0
1635637910.0,74.0675,75.0272,124.0912,237.2058,34620,7199.621,DEBRIS,SMALL,1993.0
1635698380.0,74.042,103.13,184.5615,188.3914,34622,7223.071,DEBRIS,SMALL,1993.0
1635726051.0,73.9768,59.965,52.7296,307.4739,34624,6868.779,DEBRIS,SMALL,1993.0
1635668314.0,74.0578,313.4602,72.0065,354.2386,34626,7090.095,DEBRIS,SMALL,1993.0
